,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
24669,71.0,165.0,5.0,90.0,38.0,0.0,0.0,97.0,6.0,6.0,41.0,3.0,29.0,1.0,1.0,54.0,6.0,2.0,2.0,43.0,0.0
24670,79.0,176.0,2.0,97.0,31.0,0.0,0.0,100.0,7.0,8.0,34.0,1.0,25.0,0.0,0.0,2.0,5.0,2.0,2.0,50.0,0.0
24671,71.0,187.0,2.0,72.0,32.0,1.0,1.0,86.0,4.0,2.0,33.0,3.0,23.0,1.0,1.0,30.0,6.0,4.0,1.0,50.0,1.0
24672,79.0,139.0,2.0,67.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,7.0,33.0,1.0,1.0,20.0,3.0,1.0,0.0,33.0,0.0
24673,80.0,206.0,8.0,81.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,1.0,29.0,1.0,1.0,0.0,1.0,2.0,1.0,43.0,0.0
24674,83.0,169.0,10.0,77.0,18.0,0.0,0.0,93.0,6.0,6.0,20.0,1.0,19.0,0.0,0.0,3.0,2.0,3.0,0.0,43.0,1.0
24675,91.0,163.0,3.0,63.0,18.0,0.0,0.0,100.0,7.0,8.0,19.0,2.0,46.0,0.0,0.0,17.0,4.0,5.0,0.0,100.0,0.0
24676,54.0,115.0,14.0,56.0,27.0,3.0,0.0,82.0,3.0,5.0,58.0,0.0,39.0,0.0,0.0,94.0,9.0,7.0,1.0,100.0,0.0
24677,77.0,214.0,2.0,84.0,15.0,1.0,0.0,94.0,6.0,5.0,18.0,2.0,12.0,1.0,1.0,31.0,3.0,2.0,1.0,80.0,0.0
24678,85.0,148.0,10.0,79.0,18.0,0.0,0.0,100.0,7.0,8.0,18.0,1.0,27.0,0.0,0.0,8.0,4.0,1.0,0.0,43.0,1.0
24679,88.0,393.0,27.0,153.0,12.0,0.0,0.0,100.0,7.0,8.0,13.0,0.0,27.0,2.0,2.0,1.0,2.0,2.0,0.0,70.0,0.0
24680,74.0,153.0,4.0,69.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,2.0,10.0,0.0,0.0,39.0,2.0,2.0,1.0,50.0,0.0
24681,77.0,208.0,4.0,79.0,28.0,0.0,0.0,100.0,7.0,8.0,29.0,1.0,27.0,5.0,5.0,35.0,3.0,2.0,1.0,75.0,0.0
24682,65.0,164.0,2.0,61.0,23.0,0.0,0.0,89.0,4.0,6.0,23.0,3.0,18.0,1.0,1.0,44.0,6.0,2.0,2.0,91.0,1.0
24683,77.0,163.0,9.0,71.0,25.0,1.0,0.0,90.0,6.0,5.0,26.0,2.0,58.0,0.0,1.0,37.0,5.0,4.0,0.0,60.0,0.0
24684,68.0,200.0,4.0,88.0,20.0,1.0,0.0,90.0,6.0,5.0,21.0,1.0,44.0,1.0,1.0,4.0,5.0,2.0,0.0,70.0,1.0
24685,81.0,156.0,2.0,78.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,1.0,32.0,3.0,3.0,0.0,4.0,2.0,0.0,50.0,1.0
24686,73.0,187.0,1.0,78.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,5.0,27.0,4.0,4.0,45.0,3.0,1.0,0.0,43.0,0.0
24687,71.0,194.0,12.0,80.0,5.0,1.0,0.0,82.0,6.0,5.0,11.0,0.0,50.0,0.0,0.0,87.0,2.0,2.0,0.0,100.0,1.0
24688,65.0,177.0,11.0,77.0,24.0,0.0,0.0,89.0,6.0,6.0,28.0,1.0,63.0,1.0,1.0,57.0,3.0,5.0,1.0,60.0,1.0
24689,74.0,187.0,14.0,74.0,7.0,0.0,0.0,100.0,7.0,8.0,8.0,0.0,67.0,0.0,0.0,11.0,2.0,1.0,0.0,100.0,0.0
24690,83.0,154.0,7.0,77.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,2.0,52.0,0.0,0.0,1.0,1.0,4.0,1.0,100.0,0.0
24691,77.0,140.0,3.0,72.0,10.0,1.0,1.0,92.0,6.0,4.0,11.0,1.0,60.0,0.0,0.0,3.0,1.0,1.0,0.0,100.0,0.0
24692,72.0,146.0,3.0,55.0,17.0,0.0,0.0,100.0,7.0,8.0,18.0,3.0,26.0,0.0,0.0,36.0,2.0,3.0,1.0,67.0,1.0
24693,76.0,117.0,3.0,54.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,3.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,60.0,1.0
24694,85.0,255.0,5.0,62.0,24.0,0.0,0.0,100.0,7.0,8.0,28.0,2.0,17.0,0.0,0.0,6.0,3.0,2.0,0.0,39.0,1.0
24695,75.0,119.0,18.0,55.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,0.0,13.0,2.0,2.0,2.0,2.0,1.0,0.0,57.0,0.0
24696,66.0,133.0,1.0,81.0,17.0,0.0,0.0,93.0,6.0,6.0,17.0,1.0,25.0,1.0,1.0,35.0,1.0,3.0,1.0,71.0,1.0
24697,67.0,187.0,10.0,70.0,11.0,2.0,2.0,100.0,6.0,8.0,10.0,3.0,29.0,6.0,6.0,2.0,3.0,1.0,0.0,67.0,0.0
24698,74.0,447.0,8.0,101.0,12.0,0.0,0.0,96.0,6.0,6.0,12.0,1.0,17.0,0.0,0.0,33.0,3.0,1.0,1.0,67.0,1.0
24699,66.0,149.0,13.0,60.0,10.0,0.0,0.0,95.0,6.0,6.0,15.0,0.0,48.0,0.0,0.0,0.0,0.0,2.0,1.0,75.0,0.0
24700,79.0,132.0,1.0,39.0,19.0,0.0,0.0,100.0,7.0,8.0,19.0,6.0,38.0,7.0,7.0,0.0,2.0,3.0,1.0,75.0,1.0
24701,66.0,183.0,2.0,55.0,22.0,0.0,0.0,95.0,4.0,6.0,23.0,3.0,14.0,0.0,0.0,98.0,3.0,1.0,1.0,100.0,0.0
24702,73.0,456.0,13.0,106.0,38.0,0.0,0.0,100.0,7.0,8.0,9.0,0.0,15.0,0.0,0.0,21.0,7.0,1.0,1.0,69.0,1.0
24703,63.0,187.0,6.0,75.0,14.0,2.0,2.0,92.0,6.0,2.0,15.0,2.0,30.0,1.0,1.0,21.0,6.0,2.0,1.0,85.0,0.0
24704,85.0,187.0,13.0,93.0,18.0,0.0,0.0,100.0,7.0,8.0,19.0,0.0,12.0,0.0,0.0,5.0,1.0,2.0,0.0,43.0,1.0
24705,86.0,165.0,7.0,83.0,31.0,0.0,0.0,100.0,7.0,8.0,39.0,1.0,46.0,1.0,1.0,15.0,3.0,3.0,0.0,55.0,0.0
24706,79.0,175.0,7.0,75.0,32.0,0.0,0.0,100.0,7.0,8.0,33.0,3.0,36.0,1.0,1.0,8.0,2.0,1.0,1.0,75.0,1.0
24707,84.0,106.0,2.0,59.0,20.0,0.0,0.0,100.0,7.0,8.0,25.0,1.0,40.0,0.0,0.0,20.0,5.0,3.0,0.0,67.0,0.0
24708,86.0,183.0,9.0,65.0,27.0,0.0,0.0,100.0,7.0,8.0,26.0,1.0,24.0,0.0,0.0,3.0,3.0,2.0,1.0,50.0,0.0
24709,58.0,187.0,1.0,63.0,14.0,2.0,1.0,54.0,4.0,3.0,15.0,2.0,25.0,2.0,2.0,35.0,4.0,2.0,1.0,83.0,0.0
24710,91.0,442.0,11.0,118.0,17.0,0.0,0.0,100.0,7.0,8.0,16.0,1.0,23.0,2.0,2.0,3.0,2.0,2.0,0.0,38.0,0.0
24711,72.0,166.0,6.0,38.0,16.0,0.0,0.0,100.0,7.0,8.0,17.0,4.0,58.0,0.0,0.0,45.0,1.0,2.0,0.0,100.0,1.0
24712,82.0,153.0,1.0,59.0,28.0,0.0,0.0,100.0,7.0,8.0,29.0,5.0,43.0,0.0,0.0,33.0,2.0,1.0,0.0,50.0,0.0
24713,80.0,88.0,5.0,46.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,50.0,0.0
24714,79.0,172.0,4.0,72.0,9.0,1.0,1.0,100.0,7.0,8.0,11.0,1.0,25.0,0.0,0.0,20.0,2.0,1.0,1.0,67.0,1.0
24715,81.0,194.0,7.0,97.0,36.0,0.0,0.0,100.0,7.0,8.0,38.0,1.0,29.0,0.0,0.0,0.0,5.0,2.0,0.0,33.0,1.0
24716,70.0,175.0,2.0,87.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,0.0,17.0,3.0,3.0,67.0,4.0,1.0,2.0,50.0,1.0
24717,78.0,150.0,3.0,68.0,23.0,0.0,0.0,100.0,7.0,8.0,23.0,1.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,50.0,1.0
24718,66.0,77.0,2.0,19.0,9.0,0.0,0.0,86.0,4.0,6.0,9.0,2.0,42.0,0.0,0.0,66.0,5.0,2.0,1.0,80.0,0.0
24719,76.0,212.0,2.0,65.0,20.0,0.0,0.0,100.0,7.0,8.0,20.0,3.0,58.0,0.0,0.0,6.0,3.0,5.0,0.0,64.0,0.0
24720,82.0,174.0,5.0,84.0,31.0,0.0,0.0,97.0,6.0,6.0,32.0,4.0,24.0,3.0,3.0,1.0,2.0,1.0,0.0,50.0,1.0
24721,80.0,177.0,9.0,58.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,1.0,35.0,0.0,0.0,8.0,3.0,2.0,1.0,50.0,0.0
24722,80.0,394.0,2.0,127.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,2.0,28.0,1.0,1.0,58.0,5.0,3.0,0.0,83.0,1.0
24723,71.0,185.0,31.0,78.0,12.0,0.0,0.0,100.0,7.0,8.0,4.0,0.0,19.0,0.0,0.0,27.0,3.0,2.0,1.0,75.0,0.0
24724,87.0,169.0,12.0,73.0,29.0,0.0,0.0,100.0,7.0,8.0,29.0,0.0,67.0,1.0,1.0,77.0,5.0,2.0,0.0,100.0,0.0
24725,77.0,172.0,13.0,55.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,33.0,1.0,1.0,82.0,4.0,1.0,1.0,100.0,0.0
24726,70.0,144.0,4.0,61.0,18.0,0.0,0.0,100.0,7.0,8.0,18.0,1.0,14.0,1.0,1.0,34.0,3.0,1.0,2.0,80.0,1.0
24727,74.0,187.0,7.0,94.0,16.0,0.0,0.0,98.0,6.0,6.0,16.0,1.0,30.0,1.0,1.0,15.0,2.0,3.0,0.0,62.0,0.0
24728,59.0,141.0,29.0,57.0,20.0,0.0,0.0,100.0,7.0,8.0,20.0,0.0,57.0,0.0,0.0,88.0,4.0,3.0,2.0,100.0,0.0
24729,76.0,175.0,19.0,79.0,17.0,0.0,0.0,100.0,7.0,8.0,17.0,0.0,64.0,0.0,0.0,66.0,3.0,4.0,1.0,100.0,0.0
24730,65.0,150.0,3.0,49.0,7.0,0.0,0.0,69.0,4.0,6.0,10.0,1.0,33.0,1.0,1.0,1.0,1.0,2.0,0.0,50.0,0.0
24731,86.0,150.0,12.0,52.0,26.0,0.0,0.0,92.0,6.0,6.0,28.0,0.0,30.0,1.0,1.0,48.0,7.0,1.0,1.0,67.0,0.0
24732,67.0,165.0,12.0,71.0,35.0,0.0,0.0,100.0,7.0,8.0,33.0,0.0,27.0,1.0,1.0,10.0,3.0,3.0,0.0,23.0,1.0
24733,72.0,169.0,4.0,84.0,47.0,1.0,1.0,84.0,6.0,5.0,47.0,5.0,21.0,0.0,0.0,40.0,4.0,2.0,1.0,55.0,0.0
24734,78.0,151.0,9.0,57.0,19.0,0.0,0.0,93.0,6.0,6.0,19.0,1.0,40.0,0.0,0.0,9.0,2.0,3.0,0.0,64.0,0.0
24735,82.0,183.0,12.0,80.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,0.0,38.0,0.0,0.0,13.0,6.0,2.0,0.0,50.0,1.0
24736,88.0,183.0,14.0,87.0,9.0,0.0,0.0,100.0,7.0,8.0,9.0,0.0,13.0,0.0,0.0,7.0,1.0,1.0,0.0,50.0,0.0
24737,79.0,207.0,3.0,65.0,19.0,0.0,0.0,100.0,7.0,8.0,20.0,3.0,60.0,2.0,2.0,50.0,7.0,3.0,2.0,56.0,0.0
24738,73.0,125.0,8.0,63.0,16.0,0.0,0.0,96.0,6.0,6.0,16.0,1.0,38.0,1.0,1.0,5.0,2.0,3.0,1.0,50.0,0.0
24739,77.0,158.0,27.0,100.0,6.0,0.0,0.0,100.0,7.0,8.0,7.0,0.0,38.0,0.0,0.0,48.0,4.0,2.0,1.0,86.0,1.0
24740,78.0,280.0,3.0,91.0,13.0,0.0,0.0,100.0,6.0,8.0,13.0,2.0,35.0,0.0,0.0,10.0,1.0,2.0,0.0,100.0,1.0
24741,84.0,128.0,0.0,60.0,30.0,0.0,0.0,100.0,7.0,8.0,30.0,2.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
24742,70.0,162.0,4.0,65.0,19.0,1.0,1.0,86.0,6.0,2.0,23.0,2.0,33.0,2.0,2.0,32.0,2.0,2.0,1.0,56.0,0.0
24743,70.0,221.0,13.0,96.0,23.0,0.0,0.0,96.0,6.0,6.0,24.0,0.0,36.0,0.0,0.0,51.0,6.0,2.0,2.0,100.0,0.0
24744,61.0,137.0,2.0,51.0,13.0,0.0,0.0,92.0,6.0,6.0,4.0,5.0,23.0,2.0,2.0,13.0,3.0,1.0,0.0,43.0,0.0
24745,63.0,154.0,9.0,76.0,14.0,0.0,0.0,96.0,5.0,6.0,14.0,1.0,31.0,0.0,0.0,91.0,3.0,2.0,1.0,100.0,0.0
24746,63.0,125.0,11.0,69.0,10.0,2.0,2.0,73.0,6.0,2.0,15.0,1.0,57.0,1.0,1.0,75.0,4.0,2.0,2.0,100.0,1.0
24747,86.0,187.0,9.0,30.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,1.0,50.0,0.0,0.0,8.0,2.0,3.0,0.0,100.0,1.0
24748,82.0,265.0,2.0,80.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,3.0,29.0,1.0,1.0,13.0,6.0,2.0,2.0,50.0,1.0
24749,82.0,132.0,13.0,63.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,0.0,29.0,2.0,2.0,1.0,4.0,1.0,0.0,36.0,1.0
24750,82.0,150.0,5.0,50.0,16.0,0.0,0.0,93.0,6.0,6.0,16.0,3.0,50.0,0.0,0.0,19.0,2.0,8.0,0.0,64.0,1.0
24751,85.0,190.0,9.0,88.0,17.0,0.0,0.0,100.0,7.0,8.0,18.0,1.0,33.0,1.0,1.0,1.0,5.0,2.0,0.0,44.0,1.0
24752,87.0,169.0,14.0,56.0,12.0,0.0,0.0,100.0,7.0,8.0,12.0,0.0,50.0,0.0,0.0,3.0,2.0,2.0,0.0,100.0,0.0
24753,73.0,187.0,1.0,88.0,29.0,0.0,0.0,100.0,7.0,8.0,33.0,5.0,38.0,1.0,1.0,29.0,7.0,4.0,0.0,50.0,1.0
24754,91.0,178.0,4.0,102.0,8.0,0.0,0.0,100.0,7.0,8.0,8.0,1.0,24.0,0.0,0.0,0.0,3.0,1.0,0.0,63.0,0.0
24755,80.0,122.0,8.0,64.0,29.0,0.0,0.0,100.0,7.0,8.0,29.0,2.0,41.0,0.0,0.0,21.0,1.0,2.0,0.0,80.0,0.0
24756,78.0,134.0,13.0,58.0,19.0,0.0,0.0,94.0,4.0,6.0,24.0,0.0,29.0,0.0,0.0,40.0,3.0,1.0,0.0,42.0,1.0
24757,85.0,132.0,15.0,68.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,1.0
24758,82.0,187.0,9.0,74.0,20.0,0.0,0.0,100.0,7.0,8.0,20.0,4.0,18.0,0.0,0.0,15.0,3.0,2.0,0.0,33.0,0.0
24759,76.0,187.0,9.0,74.0,17.0,0.0,0.0,96.0,6.0,6.0,19.0,1.0,41.0,0.0,0.0,35.0,2.0,3.0,1.0,70.0,0.0
24760,70.0,131.0,14.0,69.0,20.0,0.0,0.0,92.0,4.0,6.0,24.0,0.0,33.0,1.0,1.0,15.0,3.0,2.0,0.0,73.0,1.0
24761,76.0,184.0,15.0,95.0,24.0,0.0,0.0,100.0,7.0,8.0,25.0,0.0,12.0,0.0,0.0,4.0,10.0,1.0,0.0,44.0,1.0
24762,56.0,187.0,27.0,79.0,16.0,1.0,0.0,89.0,4.0,6.0,16.0,0.0,50.0,0.0,0.0,79.0,8.0,1.0,3.0,100.0,0.0
24763,59.0,117.0,3.0,56.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,4.0,50.0,1.0,1.0,76.0,5.0,4.0,4.0,75.0,0.0
24764,69.0,142.0,3.0,74.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,3.0,29.0,1.0,1.0,19.0,4.0,1.0,1.0,50.0,0.0
24765,84.0,187.0,15.0,100.0,13.0,0.0,0.0,100.0,7.0,8.0,14.0,0.0,58.0,1.0,1.0,29.0,2.0,3.0,1.0,60.0,0.0
24766,69.0,131.0,2.0,81.0,21.0,0.0,0.0,83.0,5.0,6.0,24.0,2.0,28.0,0.0,0.0,39.0,7.0,2.0,1.0,60.0,1.0
24767,72.0,152.0,4.0,61.0,35.0,0.0,0.0,100.0,7.0,8.0,36.0,4.0,42.0,2.0,2.0,90.0,6.0,3.0,4.0,100.0,0.0
24768,69.0,136.0,2.0,43.0,14.0,0.0,0.0,100.0,7.0,8.0,15.0,3.0,54.0,0.0,0.0,48.0,5.0,2.0,1.0,89.0,1.0
24769,73.0,179.0,1.0,83.0,9.0,1.0,0.0,86.0,6.0,5.0,9.0,3.0,44.0,1.0,1.0,51.0,3.0,2.0,1.0,100.0,1.0
24770,80.0,198.0,10.0,80.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,1.0,38.0,3.0,3.0,7.0,4.0,2.0,0.0,67.0,0.0
24771,83.0,117.0,5.0,82.0,22.0,0.0,0.0,100.0,7.0,8.0,22.0,1.0,29.0,0.0,0.0,19.0,2.0,1.0,0.0,31.0,0.0
24772,63.0,141.0,10.0,52.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,1.0,45.0,1.0,1.0,90.0,4.0,3.0,2.0,100.0,0.0
24773,91.0,178.0,9.0,63.0,19.0,0.0,0.0,100.0,7.0,8.0,19.0,1.0,27.0,0.0,0.0,33.0,1.0,2.0,0.0,50.0,0.0
24774,70.0,125.0,7.0,62.0,37.0,0.0,0.0,100.0,7.0,8.0,38.0,2.0,32.0,0.0,0.0,49.0,5.0,1.0,2.0,50.0,1.0
24775,91.0,194.0,2.0,95.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,1.0,33.0,1.0,1.0,15.0,2.0,2.0,0.0,63.0,1.0
24776,63.0,216.0,4.0,64.0,17.0,0.0,0.0,97.0,6.0,6.0,19.0,5.0,25.0,9.0,9.0,59.0,6.0,2.0,3.0,70.0,1.0
24777,76.0,187.0,26.0,91.0,22.0,0.0,0.0,100.0,7.0,8.0,22.0,0.0,33.0,0.0,0.0,41.0,3.0,1.0,1.0,67.0,1.0
24778,72.0,164.0,8.0,52.0,10.0,0.0,0.0,100.0,7.0,8.0,11.0,1.0,29.0,1.0,1.0,50.0,3.0,2.0,1.0,80.0,0.0
24779,83.0,419.0,3.0,100.0,30.0,0.0,0.0,100.0,7.0,8.0,29.0,3.0,25.0,0.0,0.0,6.0,1.0,2.0,0.0,44.0,0.0
24780,76.0,187.0,2.0,63.0,21.0,0.0,0.0,100.0,7.0,8.0,22.0,2.0,20.0,0.0,0.0,15.0,2.0,3.0,0.0,50.0,1.0
24781,78.0,161.0,3.0,72.0,17.0,0.0,0.0,100.0,7.0,8.0,15.0,4.0,26.0,1.0,1.0,14.0,4.0,3.0,0.0,44.0,0.0
24782,71.0,154.0,1.0,73.0,30.0,0.0,0.0,97.0,6.0,6.0,31.0,1.0,29.0,0.0,0.0,26.0,3.0,2.0,1.0,56.0,1.0
24783,64.0,187.0,4.0,66.0,43.0,0.0,0.0,95.0,6.0,6.0,44.0,7.0,52.0,0.0,0.0,62.0,5.0,4.0,3.0,43.0,1.0
24784,65.0,187.0,2.0,62.0,26.0,1.0,1.0,96.0,6.0,6.0,27.0,1.0,50.0,2.0,2.0,39.0,1.0,4.0,1.0,38.0,0.0
24785,79.0,167.0,6.0,39.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,2.0,60.0,1.0,1.0,10.0,2.0,5.0,1.0,75.0,1.0
24786,70.0,77.0,7.0,49.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,2.0,31.0,0.0,0.0,26.0,1.0,2.0,1.0,67.0,0.0
24787,91.0,157.0,7.0,104.0,23.0,0.0,0.0,100.0,7.0,8.0,24.0,1.0,24.0,1.0,1.0,8.0,4.0,2.0,1.0,60.0,0.0
24788,83.0,117.0,2.0,49.0,27.0,0.0,0.0,100.0,7.0,8.0,27.0,6.0,27.0,1.0,1.0,9.0,4.0,2.0,0.0,100.0,0.0
24789,66.0,160.0,2.0,61.0,10.0,0.0,0.0,92.0,4.0,6.0,10.0,1.0,25.0,1.0,0.0,13.0,2.0,3.0,0.0,60.0,1.0
24790,86.0,168.0,16.0,88.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,0.0,11.0,0.0,0.0,17.0,3.0,1.0,0.0,80.0,0.0
24791,78.0,190.0,1.0,68.0,18.0,0.0,0.0,95.0,7.0,6.0,20.0,1.0,67.0,1.0,1.0,16.0,2.0,3.0,0.0,58.0,1.0
24792,83.0,243.0,16.0,89.0,22.0,0.0,0.0,100.0,7.0,8.0,24.0,0.0,27.0,1.0,1.0,0.0,6.0,1.0,0.0,63.0,0.0
24793,79.0,148.0,19.0,43.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,0.0,43.0,0.0,0.0,24.0,3.0,2.0,1.0,50.0,0.0
24794,64.0,218.0,16.0,91.0,26.0,2.0,2.0,94.0,6.0,4.0,32.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,56.0,0.0
24795,62.0,165.0,6.0,52.0,27.0,0.0,0.0,97.0,4.0,6.0,28.0,1.0,43.0,0.0,0.0,43.0,3.0,2.0,0.0,75.0,0.0
24796,83.0,169.0,18.0,75.0,25.0,0.0,0.0,100.0,7.0,8.0,26.0,0.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,1.0
24797,82.0,148.0,10.0,69.0,9.0,0.0,0.0,100.0,7.0,8.0,11.0,1.0,33.0,0.0,0.0,0.0,1.0,3.0,0.0,50.0,0.0
24798,86.0,187.0,9.0,93.0,13.0,0.0,0.0,100.0,7.0,8.0,13.0,2.0,15.0,0.0,0.0,1.0,4.0,2.0,0.0,50.0,0.0
24799,86.0,176.0,3.0,76.0,21.0,0.0,0.0,100.0,7.0,8.0,21.0,2.0,29.0,0.0,0.0,9.0,3.0,2.0,0.0,42.0,1.0
24800,80.0,159.0,7.0,77.0,27.0,0.0,0.0,100.0,7.0,8.0,29.0,2.0,50.0,1.0,1.0,89.0,6.0,2.0,2.0,100.0,0.0
24801,85.0,178.0,5.0,85.0,14.0,0.0,0.0,100.0,7.0,8.0,14.0,2.0,13.0,0.0,0.0,46.0,1.0,1.0,0.0,60.0,1.0
24802,88.0,196.0,7.0,83.0,25.0,0.0,0.0,100.0,7.0,8.0,25.0,2.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0,33.0,1.0
24803,78.0,194.0,13.0,98.0,22.0,0.0,0.0,89.0,6.0,6.0,23.0,0.0,23.0,0.0,0.0,19.0,1.0,2.0,0.0,78.0,1.0
24804,80.0,163.0,11.0,57.0,10.0,0.0,0.0,100.0,7.0,8.0,10.0,1.0,36.0,0.0,0.0,17.0,1.0,2.0,2.0,67.0,0.0
24805,82.0,175.0,8.0,91.0,21.0,0.0,0.0,100.0,7.0,8.0,23.0,1.0,36.0,1.0,1.0,2.0,2.0,2.0,0.0,50.0,1.0
24806,69.0,162.0,9.0,55.0,4.0,1.0,1.0,70.0,6.0,5.0,4.0,1.0,24.0,1.0,1.0,7.0,4.0,1.0,1.0,50.0,1.0
24807,84.0,168.0,13.0,90.0,3.0,0.0,0.0,96.0,6.0,6.0,3.0,0.0,33.0,1.0,0.0,0.0,1.0,1.0,0.0,100.0,1.0
24808,87.0,311.0,8.0,95.0,19.0,0.0,0.0,100.0,7.0,8.0,20.0,2.0,44.0,0.0,0.0,17.0,1.0,1.0,0.0,75.0,1.0
24809,83.0,180.0,2.0,83.0,43.0,0.0,0.0,95.0,6.0,6.0,55.0,2.0,28.0,0.0,0.0,5.0,4.0,1.0,0.0,60.0,0.0
24810,60.0,165.0,13.0,81.0,34.0,0.0,0.0,88.0,4.0,6.0,35.0,0.0,29.0,2.0,2.0,78.0,10.0,1.0,3.0,93.0,1.0
24811,69.0,125.0,1.0,63.0,16.0,0.0,0.0,96.0,4.0,6.0,16.0,2.0,17.0,5.0,5.0,2.0,2.0,2.0,0.0,50.0,1.0
24812,80.0,198.0,2.0,93.0,13.0,0.0,0.0,86.0,6.0,6.0,14.0,1.0,50.0,1.0,1.0,2.0,2.0,2.0,0.0,67.0,0.0
24813,75.0,233.0,3.0,82.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,3.0,30.0,1.0,1.0,47.0,3.0,3.0,0.0,92.0,0.0
24814,69.0,197.0,6.0,74.0,22.0,0.0,0.0,100.0,7.0,8.0,23.0,1.0,24.0,0.0,0.0,7.0,4.0,1.0,0.0,67.0,0.0
24815,75.0,200.0,2.0,54.0,31.0,0.0,0.0,100.0,7.0,8.0,31.0,3.0,50.0,1.0,1.0,0.0,2.0,2.0,0.0,67.0,1.0
24816,78.0,169.0,42.0,89.0,15.0,0.0,0.0,100.0,7.0,8.0,15.0,0.0,17.0,0.0,0.0,23.0,2.0,1.0,1.0,75.0,1.0
24817,56.0,190.0,6.0,89.0,10.0,0.0,0.0,89.0,4.0,6.0,10.0,3.0,25.0,2.0,2.0,73.0,9.0,2.0,2.0,90.0,1.0
24818,77.0,256.0,5.0,63.0,27.0,0.0,0.0,100.0,7.0,8.0,28.0,1.0,21.0,0.0,0.0,13.0,1.0,1.0,0.0,33.0,0.0
24819,78.0,187.0,6.0,71.0,5.0,0.0,0.0,100.0,7.0,8.0,5.0,1.0,25.0,0.0,0.0,3.0,1.0,1.0,0.0,50.0,1.0
24820,64.0,172.0,7.0,78.0,16.0,0.0,0.0,100.0,7.0,8.0,16.0,3.0,35.0,1.0,1.0,76.0,4.0,2.0,1.0,100.0,1.0
24821,83.0,233.0,11.0,100.0,26.0,0.0,0.0,100.0,7.0,8.0,32.0,1.0,27.0,0.0,0.0,12.0,3.0,1.0,0.0,33.0,0.0
24822,90.0,229.0,21.0,76.0,19.0,0.0,0.0,100.0,7.0,8.0,23.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,1.0
24823,86.0,214.0,17.0,97.0,11.0,0.0,0.0,100.0,7.0,8.0,12.0,0.0,15.0,0.0,0.0,2.0,1.0,1.0,0.0,29.0,1.0
24824,74.0,175.0,8.0,80.0,22.0,1.0,1.0,96.0,6.0,4.0,23.0,2.0,44.0,1.0,1.0,44.0,10.0,3.0,1.0,86.0,1.0
24825,85.0,204.0,5.0,82.0,24.0,0.0,0.0,100.0,7.0,8.0,24.0,2.0,36.0,0.0,0.0,14.0,3.0,2.0,1.0,50.0,1.0
